index,status_group
50769,non functional
15063,non functional
3683,non functional
14745,non functional
7023,non functional
64309,functional
1643,functional
30541,functional
28767,functional
42629,functional
19892,functional
72813,functional
21196,non functional
27874,non functional
32985,non functional
50216,functional
47289,functional needs repair
5085,functional
26917,functional
38621,non functional
65568,non functional
16557,functional
55549,non functional
27391,functional
35561,non functional
58367,functional
35580,functional
1007,functional
16489,functional
68788,non functional
25785,functional needs repair
55883,non functional
63434,functional
52602,non functional
42105,functional
32373,non functional
62876,functional
5372,non functional
31496,functional needs repair
62047,non functional
66713,functional
17876,functional
25414,functional
53756,non functional
35206,functional
25151,functional
58922,functional
28775,functional
616,functional
15943,non functional
26129,functional needs repair
67563,non functional
56824,functional
7769,functional
350,non functional
1391,functional
328,functional
49114,functional
64964,functional
28832,functional
25405,functional
42241,functional
33393,non functional
29790,functional
55867,functional
25696,functional needs repair
47765,functional
18130,non functional
1004,functional
1552,non functional
29039,functional
34502,non functional
65156,functional
56883,non functional
48200,functional
26937,non functional
55871,functional
64774,functional
57026,non functional
10970,non functional
30798,functional
59425,functional
39834,functional
51186,functional
36415,non functional
59272,non functional
30066,functional
67997,functional
16131,non functional
7527,functional
23321,functional
55268,functional
6846,non functional
6026,functional
38782,functional
44413,functional
49191,functional
20731,functional
61524,functional
39133,non functional
65116,non functional
27923,non functional
56676,functional
69212,non functional
54449,functional
38178,non functional
5931,non functional
63581,functional
9057,functional
46011,functional
67129,functional needs repair
7635,non functional
7631,non functional
10300,non functional
47137,non functional
58140,functional
45119,functional
27785,functional
5338,non functional
27345,functional
32240,non functional
69967,functional
66736,non functional
69484,functional
63506,non functional
53377,functional
54299,functional
6629,functional
57008,non functional
54981,non functional
23778,functional
10123,functional
51386,functional needs repair
15753,functional
10735,functional
20739,functional
12642,non functional
4283,functional needs repair
14257,non functional
3316,non functional
26271,functional needs repair
45055,non functional
19997,non functional
49687,non functional
35364,functional
73349,non functional
31050,functional
62211,non functional
19776,functional
5938,functional
29954,non functional
1037,functional
63004,functional needs repair
5198,functional
54048,functional
48815,functional
8256,non functional
52711,functional
71318,non functional
54379,functional
18817,functional
26556,non functional
47177,functional
17841,non functional
30960,functional
26418,non functional
68525,functional
54433,functional
34311,non functional
45020,functional
56945,functional
24246,functional
19159,functional
3118,non functional
16062,functional
2917,functional
20378,non functional
29063,non functional
69694,non functional
20919,functional
14839,functional
29227,functional
7117,functional
71381,non functional
4783,non functional
28006,non functional
33144,non functional
66732,non functional
17619,functional
7028,functional needs repair
12999,non functional
17081,functional
3607,non functional
28503,functional
58669,functional
52128,functional
51597,non functional
16506,functional
3383,functional
72785,non functional
66056,functional
73132,functional
36815,functional
69652,non functional
15328,functional
31748,functional
10596,functional
34617,functional
35209,non functional
44731,non functional
434,functional
24160,functional
3367,functional
48573,functional
37841,non functional
66357,functional
53570,functional
9978,non functional
11647,non functional
62040,functional
12581,non functional
61323,non functional
56028,functional
55532,non functional
47074,functional
29091,functional
54787,non functional
66644,functional
69216,functional
9170,non functional
27985,functional
33947,functional
28590,functional
48736,functional
54258,non functional
362,functional
